barcode,consensus,nReads
unknown,NA%NA%Cryptophyceae%Pyrenomonadales%NA%NA%NA,10
unknown,NA%NA%Dinophyceae%NA%NA%NA%NA,6
unknown,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%Chlamydomonadaceae%Carteria%Carteria radiosa,1
unknown,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%Chlamydomonadaceae%Chlamydomonas%Chlamydomonas noctigama,4
unknown,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%NA%Coleochlamys%Coleochlamys oleifera,1
unknown,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%NA%NA%NA,502
unknown,Viridiplantae%Chlorophyta%Chlorophyceae%NA%NA%NA%NA,4
unknown,Viridiplantae%Chlorophyta%Chlorophyceae%Sphaeropleales%Neochloridaceae%Neochloris%Neochloris aquatica,6
unknown,Viridiplantae%Chlorophyta%NA%NA%NA%NA%NA,26
unknown,Viridiplantae%Chlorophyta%Trebouxiophyceae%Chlorellales%Chlorellaceae%Chlorella%Chlorella sorokiniana,1
unknown,Viridiplantae%Chlorophyta%Trebouxiophyceae%NA%NA%NA%NA,1
unknown,Viridiplantae%Chlorophyta%Ulvophyceae%NA%NA%NA%NA,12
unknown,Viridiplantae%Chlorophyta%Ulvophyceae%Ulotrichales%Ulotrichaceae%Ulothrix%Ulothrix zonata,2
unknown,Viridiplantae%NA%NA%NA%NA%NA%NA,4
unknown,Viridiplantae%Streptophyta%Magnoliopsida%NA%NA%NA%NA,1
unknown,Viridiplantae%Streptophyta%NA%NA%NA%NA%NA,1
